"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"magenta",113,111,8,3.19069988019662e-09,5.90630454823196e-05,17,0.153153153153153,0.217948717948718,78,"GO:0004175","MF","endopeptidase activity","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain."
"magenta",113,111,9,2.81128270671091e-08,0.000520396541839256,11,0.0990990990990991,0.323529411764706,34,"GO:0007586","BP","digestion","The whole of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."
"magenta",113,111,10,5.52465870900417e-08,0.00102266957362376,11,0.0990990990990991,0.305555555555556,36,"GO:0005903","CC","brush border","The dense covering of microvilli on the apical surface of an epithelial cell in tissues such as the intestine, kidney, and choroid plexus; the microvilli aid absorption by increasing the surface area of the cell."
"midnightblue",41,36,1,0.000157938278723458,1,2,0.0555555555555556,1,2,"GO:0002840","BP","regulation of T cell mediated immune response to tumor cell","Any process that modulates the frequency, rate, or extent of a T cell mediated immune response to tumor cell."
"midnightblue",41,36,2,0.000215556818427982,1,7,0.194444444444444,0.0693069306930693,101,"GO:1990234","CC","transferase complex",NA
"midnightblue",41,36,3,0.000498216555133834,1,3,0.0833333333333333,0.230769230769231,13,"GO:0002039","MF","p53 binding","Interacting selectively and non-covalently with one of the p53 family of proteins."
"midnightblue",41,36,4,0.000932478830115874,1,2,0.0555555555555556,0.5,4,"GO:0098761","BP","cellular response to interleukin-7","Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-7 stimulus."
"midnightblue",41,36,5,0.00154167150217637,1,2,0.0555555555555556,0.4,5,"GO:0002418","BP","immune response to tumor cell","An immune system process that functions in the response of an organism to a tumor cell."
"midnightblue",41,36,6,0.00311956945320582,1,6,0.166666666666667,0.0512820512820513,117,"GO:0005789","CC","endoplasmic reticulum membrane","The lipid bilayer surrounding the endoplasmic reticulum."
"midnightblue",41,36,7,0.00318586459829676,1,2,0.0555555555555556,0.285714285714286,7,"GO:0033273","BP","response to vitamin","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin stimulus."
"midnightblue",41,36,8,0.00384940543120701,1,6,0.166666666666667,0.0491803278688525,122,"GO:0042175","CC","nuclear outer membrane-endoplasmic reticulum membrane network","The continuous network of membranes encompassing the nuclear outer membrane and the endoplasmic reticulum membrane."
"midnightblue",41,36,9,0.00500410627295796,1,3,0.0833333333333333,0.107142857142857,28,"GO:0050821","BP","protein stabilization","Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."
"midnightblue",41,36,10,0.00520933615778944,1,16,0.444444444444444,0.0236686390532544,676,"GO:0044267","BP","cellular protein metabolic process","The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification."
"pink",106,94,1,4.67788119977872e-07,0.00865922588891039,6,0.0638297872340425,0.545454545454545,11,"GO:0015934","CC","large ribosomal subunit","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"pink",106,94,2,4.16133320930763e-06,0.0770304390374936,5,0.0531914893617021,0.555555555555556,9,"GO:0005746","CC","mitochondrial respirasome","The protein complexes that form the mitochondrial electron transport system (the respiratory chain), associated with the inner mitochondrial membrane. The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"pink",106,94,3,4.16133320930763e-06,0.0770304390374936,5,0.0531914893617021,0.555555555555556,9,"GO:0022625","CC","cytosolic large ribosomal subunit","The large subunit of a ribosome located in the cytosol."
"pink",106,94,4,7.86876059355818e-06,0.145658627347355,7,0.074468085106383,0.291666666666667,24,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"pink",106,94,5,8.10419609382158e-06,0.150016773892731,5,0.0531914893617021,0.5,10,"GO:0070469","CC","respirasome","The protein complexes that form the electron transport system (the respiratory chain), associated with a cell membrane, usually the plasma membrane (in prokaryotes) or the inner mitochondrial membrane (on eukaryotes). The respiratory chain complexes transfer electrons from an electron donor to an electron acceptor and are associated with a proton pump to create a transmembrane electrochemical gradient."
"pink",106,94,6,8.46473335678534e-06,0.156690679167453,12,0.127659574468085,0.15,80,"GO:1990904","CC","ribonucleoprotein complex",NA
"pink",106,94,7,1.48762830630378e-05,0.275374875779892,18,0.191489361702128,0.100558659217877,179,"GO:1902494","CC","catalytic complex",NA
"pink",106,94,8,1.55529504267573e-05,0.287900665349704,6,0.0638297872340425,0.333333333333333,18,"GO:0022626","CC","cytosolic ribosome","A ribosome located in the cytosol."
"pink",106,94,9,2.92154021444864e-05,0.540806309096587,12,0.127659574468085,0.133333333333333,90,"GO:0031966","CC","mitochondrial membrane","Either of the lipid bilayers that surround the mitochondrion and form the mitochondrial envelope."
"pink",106,94,10,5.64704736281008e-05,1,12,0.127659574468085,0.125,96,"GO:0005740","CC","mitochondrial envelope","The double lipid bilayer enclosing the mitochondrion and separating its contents from the cell cytoplasm; includes the intermembrane space."
"purple",75,68,1,4.75146349234242e-12,8.79543407067506e-08,21,0.308823529411765,0.144827586206897,145,"GO:0000981","MF","DNA-binding transcription factor activity, RNA polymerase II-specific","A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."
"purple",75,68,2,1.58833177688389e-11,2.94016095218978e-07,21,0.308823529411765,0.136363636363636,154,"GO:0003700","MF","DNA-binding transcription factor activity","A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."
"purple",75,68,3,2.7997233166742e-10,5.18256783149561e-06,20,0.294117647058824,0.125,160,"GO:0000977","MF","RNA polymerase II transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."
"purple",75,68,4,1.78235875941481e-09,3.29932429955276e-05,20,0.294117647058824,0.112994350282486,177,"GO:0000976","MF","transcription regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific sequence of DNA that is part of a regulatory region that controls transcription of that section of the DNA. The transcribed region might be described as a gene, cistron, or operon."
"purple",75,68,5,1.973657871254e-09,3.65343808547828e-05,20,0.294117647058824,0.112359550561798,178,"GO:0001067","MF","regulatory region nucleic acid binding","Interacting selectively and non-covalently with a nucleic acid region that regulates a nucleic acid-based process. Such processes include transcription, DNA replication, and DNA repair."
"purple",75,68,6,2.47969303582855e-09,4.59015977862222e-05,21,0.308823529411765,0.105,200,"GO:0003690","MF","double-stranded DNA binding","Interacting selectively and non-covalently with double-stranded DNA."
"purple",75,68,7,3.95137075618349e-09,7.31438240677126e-05,20,0.294117647058824,0.108108108108108,185,"GO:1990837","MF","sequence-specific double-stranded DNA binding",NA
"purple",75,68,8,6.70796193437868e-09,0.000124171083367284,21,0.308823529411765,0.0995260663507109,211,"GO:0140110","MF","transcription regulator activity",NA
"purple",75,68,9,1.31923965668058e-08,0.000244204452848142,20,0.294117647058824,0.101010101010101,198,"GO:0043565","MF","sequence-specific DNA binding","Interacting selectively and non-covalently with DNA of a specific nucleotide composition, e.g. GC-rich DNA binding, or with a specific sequence motif or type of DNA e.g. promotor binding or rDNA binding."
"purple",75,68,10,1.00561232626244e-07,0.00186148897714441,16,0.235294117647059,0.113475177304965,141,"GO:0000978","MF","RNA polymerase II cis-regulatory region sequence-specific DNA binding","Interacting selectively and non-covalently with a specific upstream regulatory DNA sequence (transcription factor recognition sequence or binding site) located in cis relative to the transcription start site (i.e., on the same strand of DNA) of a gene transcribed by RNA polymerase II."
"red",203,199,1,1.11724496212902e-38,2.06813214939703e-34,89,0.447236180904523,0.295681063122924,301,"GO:0007049","BP","cell cycle","The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."
"red",203,199,2,1.50722642593156e-35,2.79002683704192e-31,65,0.326633165829146,0.391566265060241,166,"GO:0000278","BP","mitotic cell cycle","Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."
"red",203,199,3,5.61571743060999e-35,1.03952545358021e-30,65,0.326633165829146,0.384615384615385,169,"GO:0005694","CC","chromosome","A structure composed of a very long molecule of DNA and associated proteins (e.g. histones) that carries hereditary information."
"red",203,199,4,1.69375525650103e-32,3.13531035530906e-28,35,0.175879396984925,0.760869565217391,46,"GO:0000775","CC","chromosome, centromeric region","The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."
"red",203,199,5,6.23683369158602e-30,1.15450028464949e-25,39,0.195979899497487,0.6,65,"GO:0007059","BP","chromosome segregation","The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."
"red",203,199,6,5.42966567224478e-27,1.00508541258923e-22,49,0.246231155778894,0.401639344262295,122,"GO:0051301","BP","cell division","The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."
"red",203,199,7,6.19923797766466e-26,1.14754094204551e-21,29,0.14572864321608,0.725,40,"GO:0000819","BP","sister chromatid segregation","The cell cycle process in which sister chromatids are organized and then physically separated and apportioned to two or more sets."
"red",203,199,8,2.197423167943e-25,4.06765002617929e-21,28,0.14070351758794,0.736842105263158,38,"GO:0000070","BP","mitotic sister chromatid segregation","The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the mitotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner. One homolog of each morphologic type goes into each of the resulting chromosome sets."
"red",203,199,9,1.24156973339975e-24,2.29826973349628e-20,33,0.165829145728643,0.578947368421053,57,"GO:0140014","BP","mitotic nuclear division",NA
"red",203,199,10,2.49902055310423e-24,4.62593694585123e-20,26,0.130653266331658,0.764705882352941,34,"GO:0000776","CC","kinetochore","A multisubunit complex that is located at the centromeric region of DNA and provides an attachment point for the spindle microtubules."
"salmon",78,78,1,3.81806463473298e-20,7.06761944535422e-16,29,0.371794871794872,0.21969696969697,132,"GO:0008610","BP","lipid biosynthetic process","The chemical reactions and pathways resulting in the formation of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"salmon",78,78,2,2.54274408056334e-18,4.7068735675308e-14,37,0.474358974358974,0.134545454545455,275,"GO:0006629","BP","lipid metabolic process","The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."
"salmon",78,78,3,2.1352729768537e-14,3.95260380745389e-10,29,0.371794871794872,0.138755980861244,209,"GO:0044255","BP","cellular lipid metabolic process","The chemical reactions and pathways involving lipids, as carried out by individual cells."
"salmon",78,78,4,2.49580145514179e-14,4.61997807361297e-10,25,0.320512820512821,0.167785234899329,149,"GO:0032787","BP","monocarboxylic acid metabolic process","The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."
"salmon",78,78,5,4.88185641662961e-14,9.03680441282308e-10,28,0.358974358974359,0.14070351758794,199,"GO:0019752","BP","carboxylic acid metabolic process","The chemical reactions and pathways involving carboxylic acids, any organic acid containing one or more carboxyl (COOH) groups or anions (COO-)."
"salmon",78,78,6,9.43972189503894e-14,1.74738691999066e-09,11,0.141025641025641,0.611111111111111,18,"GO:0016126","BP","sterol biosynthetic process","The chemical reactions and pathways resulting in the formation of sterols, steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."
"salmon",78,78,7,2.26969222867421e-13,4.20142728449882e-09,28,0.358974358974359,0.132701421800948,211,"GO:0006082","BP","organic acid metabolic process","The chemical reactions and pathways involving organic acids, any acidic compound containing carbon in covalent linkage."
"salmon",78,78,8,1.76948097950788e-12,3.27548624116704e-08,13,0.166666666666667,0.371428571428571,35,"GO:0006694","BP","steroid biosynthetic process","The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."
"salmon",78,78,9,2.38581274817145e-12,4.41637797814017e-08,10,0.128205128205128,0.588235294117647,17,"GO:0006695","BP","cholesterol biosynthetic process","The chemical reactions and pathways resulting in the formation of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."
"salmon",78,78,10,3.85904997991907e-12,7.14348741782819e-08,55,0.705128205128205,0.0597826086956522,920,"GO:0003824","MF","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"tan",81,73,1,0.000153863807058479,1,39,0.534246575342466,0.0423913043478261,920,"GO:0003824","MF","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"tan",81,73,2,0.00153280848617077,1,16,0.219178082191781,0.0573476702508961,279,"GO:0005794","CC","Golgi apparatus","A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways."
"tan",81,73,3,0.00174414748548054,1,3,0.0410958904109589,0.3,10,"GO:0030134","CC","COPII-coated ER to Golgi transport vesicle","A vesicle with a coat formed of the COPII coat complex proteins. The COPII coat complex is formed by the Sec23p/Sec24p and the Sec13p/Sec31p heterodimers. COPII-associated vesicles transport proteins from the rough endoplasmic reticulum to the Golgi apparatus (anterograde transport)."
"tan",81,73,4,0.00175282727508487,1,12,0.164383561643836,0.0670391061452514,179,"GO:1902494","CC","catalytic complex",NA
"tan",81,73,5,0.00184752107257691,1,13,0.178082191780822,0.0634146341463415,205,"GO:0046907","BP","intracellular transport","The directed movement of substances within a cell."
"tan",81,73,6,0.00194334496079969,1,2,0.0273972602739726,0.666666666666667,3,"GO:0048490","BP","anterograde synaptic vesicle transport","The directed movement of synaptic vesicle along axonal microtubules from the cell body to the presynapse."
"tan",81,73,7,0.00235390021671675,1,3,0.0410958904109589,0.272727272727273,11,"GO:0032365","BP","intracellular lipid transport","The directed movement of lipids within cells."
"tan",81,73,8,0.00382164340649834,1,2,0.0273972602739726,0.5,4,"GO:0006622","BP","protein targeting to lysosome","The process of directing proteins towards the lysosome using signals contained within the protein."
"tan",81,73,9,0.00382164340649834,1,2,0.0273972602739726,0.5,4,"GO:0071786","BP","endoplasmic reticulum tubular network organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum (ER) tubular network. The ER tubular network is the ER part that that has membranes with high curvature in cross-section."
"tan",81,73,10,0.00487809259518972,1,29,0.397260273972603,0.0402219140083218,721,"GO:0012505","CC","endomembrane system","A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."
"turquoise",529,506,1,3.67586910037752e-05,0.680440129170883,26,0.0513833992094862,0.388059701492537,67,"GO:0003712","MF","transcription coregulator activity","A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators."
"turquoise",529,506,2,0.000151306439790285,1,9,0.0177865612648221,0.642857142857143,14,"GO:0000956","BP","nuclear-transcribed mRNA catabolic process","The chemical reactions and pathways resulting in the breakdown of nuclear-transcribed mRNAs in eukaryotic cells."
"turquoise",529,506,3,0.000332973500950002,1,15,0.0296442687747036,0.441176470588235,34,"GO:0007606","BP","sensory perception of chemical stimulus","The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."
"turquoise",529,506,4,0.000454968037995058,1,13,0.0256916996047431,0.464285714285714,28,"GO:0007608","BP","sensory perception of smell","The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."
"turquoise",529,506,5,0.000535206296111543,1,42,0.08300395256917,0.289655172413793,145,"GO:0044265","BP","cellular macromolecule catabolic process","The chemical reactions and pathways resulting in the breakdown of a macromolecule, any large molecule including proteins, nucleic acids and carbohydrates, as carried out by individual cells."
"turquoise",529,506,6,0.000574961583716045,1,16,0.0316205533596838,0.41025641025641,39,"GO:0003713","MF","transcription coactivator activity","A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator."
"turquoise",529,506,7,0.000613940987292428,1,9,0.0177865612648221,0.5625,16,"GO:0006413","BP","translational initiation","The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."
"turquoise",529,506,8,0.000637100385378119,1,71,0.140316205533597,0.253571428571429,280,"GO:0010557","BP","positive regulation of macromolecule biosynthetic process","Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."
"turquoise",529,506,9,0.000776138130517612,1,36,0.0711462450592885,0.297520661157025,121,"GO:0008134","MF","transcription factor binding","Interacting selectively and non-covalently with a transcription factor, a protein required to initiate or regulate transcription."
"turquoise",529,506,10,0.000794127472099018,1,63,0.124505928853755,0.258196721311475,244,"GO:0045893","BP","positive regulation of transcription, DNA-templated","Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."
"yellow",199,140,1,0.000119241628782358,1,3,0.0214285714285714,1,3,"GO:0016151","MF","nickel cation binding","Interacting selectively and non-covalently with nickel (Ni) cations."
"yellow",199,140,2,0.000259609079725932,1,5,0.0357142857142857,0.384615384615385,13,"GO:0006900","BP","vesicle budding from membrane","The evagination of a membrane, resulting in formation of a vesicle."
"yellow",199,140,3,0.000346345288807294,1,4,0.0285714285714286,0.5,8,"GO:0003156","BP","regulation of animal organ formation","Any process that modulates the rate, frequency or extent of animal organ formation. Organ formation is the process pertaining to the initial formation of an organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment."
"yellow",199,140,4,0.000960923053584116,1,4,0.0285714285714286,0.4,10,"GO:0030666","CC","endocytic vesicle membrane","The lipid bilayer surrounding an endocytic vesicle."
"yellow",199,140,5,0.000982164263333508,1,10,0.0714285714285714,0.15625,64,"GO:0005996","BP","monosaccharide metabolic process","The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."
"yellow",199,140,6,0.00110725818002835,1,3,0.0214285714285714,0.6,5,"GO:0019883","BP","antigen processing and presentation of endogenous antigen","The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."
"yellow",199,140,7,0.00110725818002835,1,3,0.0214285714285714,0.6,5,"GO:0019885","BP","antigen processing and presentation of endogenous peptide antigen via MHC class I","The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."
"yellow",199,140,8,0.00158103633579172,1,46,0.328571428571429,0.0739549839228296,622,"GO:0005829","CC","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"yellow",199,140,9,0.00184176693513724,1,5,0.0357142857142857,0.263157894736842,19,"GO:0043407","BP","negative regulation of MAP kinase activity","Any process that stops, prevents, or reduces the frequency, rate or extent of MAP kinase activity."
"yellow",199,140,10,0.00213424807398013,1,3,0.0214285714285714,0.5,6,"GO:0001759","BP","organ induction","The interaction of two or more cells or tissues that causes them to change their fates and specify the development of an organ."
